Name,Status,Type,Creator,Date,Day_Start,Day_End,Month_Start,Month_Finish,Date_Start,Date_End,Year,Time_Start,Duration,Location,Going,Attendance,Date_Date_Excel,,lat,lon
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, JULY 18, 2020 AT 2 PM - 4 PM",SATURDAY,SATURDAY,JULY,July,18,18,2020,2:00 PM,Duration: 2 hr,ул. васильевская 5,"Иван Лысов, Святослав Суханов, Eugene Arkhipov",3,"Saturday, July 18, 2020",,55.77094746,37.58513375
Академия Лакросса,Cancelled,Skills Practice,Eugene Arkhipov,"MONDAY, JULY 20, 2020 AT 7 PM - 9 PM",MONDAY,MONDAY,JULY,July,20,20,2020,7:00 PM,Duration: 2 hr,ул. васильевская 5,"Cancellation, Святослав Суханов, Nikita Cherkashin, Eugene Arkhipov",4,"Monday, July 20, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"TUESDAY, JULY 21, 2020 AT 7 PM - 9 PM",TUESDAY,TUESDAY,JULY,July,21,21,2020,7:00 PM,Duration: 2 hr,ул. васильевская 5,"Nikita Cherkashin, Eugene Arkhipov",2,"Tuesday, July 21, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, JULY 23, 2020 AT 7 PM - 9 PM",THURSDAY,THURSDAY,JULY,July,23,23,2020,7:00 PM,Duration: 2 hr,ул. васильевская 5,"Kn Yaz, Valeo Sosnov, Eugene Arkhipov",3,"Thursday, July 23, 2020",,55.77094746,37.58513375
Игра в Петербурге,Completed,Championship,Artur Ventsel,"SATURDAY, JULY 25, 2020 AT 11 AM - 2 PM",SATURDAY,SATURDAY,JULY,July,25,25,2020,11:00 AM,Duration: 3 hr,Saint Petersburg,"Kn Yaz, Антон Тараненко, Святослав Суханов, Dmitry Kupriyanov, Denis Kudrin, Aleksandr Avramenko, Nikita Cherkashin, Alexander Sazzi, Valeo Sosnov, Александр Самылкин, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Anton Berezin, Artur Ventsel, Gus Peters, Eugene Arkhipov",17,"Saturday, July 25, 2020",,59.938732,30.316229
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, JULY 27, 2020 AT 7 PM - 9 PM",MONDAY,MONDAY,JULY,July,27,27,2020,7:00 PM,Duration: 2 hr,ул. васильевская 5,"Kn Yaz, Nikita Cherkashin, Vladimir Yerakhtorin, Eugene Arkhipov",4,"Monday, July 27, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"TUESDAY, JULY 28, 2020 AT 7 PM - 9 PM",TUESDAY,TUESDAY,JULY,July,28,28,2020,7:00 PM,Duration: 2 hr,ул. васильевская 5,"Kn Yaz, Святослав Суханов, Андрей Шухминов, Nikita Cherkashin, Vladimir Yerakhtorin, Eugene Arkhipov",6,"Tuesday, July 28, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, JULY 29, 2020 AT 7 PM - 9 PM",WEDNESDAY,WEDNESDAY,JULY,July,29,29,2020,7:00 PM,Duration: 2 hr,ул. васильевская 5,"Kn Yaz, Nikita Cherkashin, Eugene Arkhipov",3,"Wednesday, July 29, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, JULY 30, 2020 AT 7 PM - 9 PM",THURSDAY,THURSDAY,JULY,July,30,30,2020,7:00 PM,Duration: 2 hr,ул. васильевская 5,"Kn Yaz, Святослав Суханов, Nikita Cherkashin, Eugene Arkhipov",4,"Thursday, July 30, 2020",,55.77094746,37.58513375
Тренировка,Completed,Team Practice,Eugene Arkhipov,"SUNDAY, AUGUST 2, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,AUGUST,August,2,2,2020,1:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Тимофей Пухов, Павел Багаев, Иван Никитин, Андрей Шухминов, Dmitry Kupriyanov, Nikita Cherkashin, Philipp Chirkov, Gabriel Yegiazarov, Eugene Arkhipov",10,"Sunday, August 2, 2020",,55.80771138,37.59891713
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, AUGUST 3, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,AUGUST,August,3,3,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Nikita Cherkashin, Eugene Arkhipov",2,"Monday, August 3, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"TUESDAY, AUGUST 4, 2020 AT 7 PM - 8 PM",TUESDAY,TUESDAY,AUGUST,August,4,4,2020,7:00 PM,Duration: 1 hr,ул. васильевская 5,Eugene Arkhipov,1,"Tuesday, August 4, 2020",,55.77094746,37.58513375
Chrome vs. Chaos Online (1/4 PLL),Completed,Team Building,Artur Ventsel,"WEDNESDAY, AUGUST 5, 2020 AT 12:30 AM",WEDNESDAY,WEDNESDAY,AUGUST,August,5,5,2020,12:30 AM,Duration: 2 hr,Moscow (Zoom Online),"Kn Yaz, Святослав Суханов, Valeo Sosnov, Artem Denisov, Artur Ventsel",5,"Wednesday, August 5, 2020",,55.75507897,37.61637189
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, AUGUST 6, 2020 AT 6 PM - 9 PM",THURSDAY,THURSDAY,AUGUST,August,6,6,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Nikita Cherkashin, Eugene Arkhipov",2,"Thursday, August 6, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, AUGUST 7, 2020 AT 6 PM - 9 PM",FRIDAY,FRIDAY,AUGUST,August,7,7,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Dmitry Kupriyanov, Nikita Cherkashin, Eugene Arkhipov",4,"Friday, August 7, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, AUGUST 8, 2020 AT 12 PM - 2 PM",SATURDAY,SATURDAY,AUGUST,August,8,8,2020,12:00 PM,Duration: 2 hr,ул. васильевская 5,"Kn Yaz, Святослав Суханов, Artur Ventsel, Eugene Arkhipov",4,"Saturday, August 8, 2020",,55.77094746,37.58513375
Просмотр финала PLL,Completed,Team Building,Artur Ventsel,"SUNDAY, AUGUST 9, 2020 AT 7 PM",SUNDAY,SUNDAY,AUGUST,August,9,9,2020,7:00 PM,Duration: 2 hr,Нововладыкинский проезд 1к3,"Kn Yaz, Dmitry Kupriyanov, Nikita Cherkashin, Alexander Sazzi, Valeo Sosnov, Kristina Pleshkova, Artur Ventsel, Eugene Arkhipov",8,"Sunday, August 9, 2020",,55.8501169,37.5764656
Тренировка (вос),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, AUGUST 9, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,AUGUST,August,9,9,2020,1:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Андрей Шухминов, Кирилл Мальцев, Dmitry Kupriyanov, Denis Kudrin, Alexander Sazzi, Valeo Sosnov, Robert Zx, Artem Denisov, Konstantin Kravtsov, Artur Ventsel, Eugene Arkhipov",12,"Sunday, August 9, 2020",,55.80771138,37.59891713
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, AUGUST 10, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,AUGUST,August,10,10,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Nikita Cherkashin, Vladimir Yerakhtorin, Eugene Arkhipov",4,"Monday, August 10, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"TUESDAY, AUGUST 11, 2020 AT 6 PM - 9 PM",TUESDAY,TUESDAY,AUGUST,August,11,11,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Кирилл Мальцев, Nikita Cherkashin, Robert Zx, Eugene Arkhipov",4,"Tuesday, August 11, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, AUGUST 12, 2020 AT 6 PM - 9 PM",WEDNESDAY,WEDNESDAY,AUGUST,August,12,12,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Nikita Cherkashin, Eugene Arkhipov",3,"Wednesday, August 12, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, AUGUST 14, 2020 AT 6 PM - 9 PM",FRIDAY,FRIDAY,AUGUST,August,14,14,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Святослав Суханов, Nikita Cherkashin, Artur Ventsel, Eugene Arkhipov",4,"Friday, August 14, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, AUGUST 15, 2020 AT 12 PM - 3 PM",SATURDAY,SATURDAY,AUGUST,August,15,15,2020,12:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Святослав Суханов, Кирилл Мальцев, Artur Ventsel, Eugene Arkhipov",5,"Saturday, August 15, 2020",,55.77094746,37.58513375
Тренировка (вос),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, AUGUST 16, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,AUGUST,August,16,16,2020,1:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Иван Лысов, Святослав Суханов, Кирилл Мальцев, Nick Ecvols, Vladimir Yerakhtorin, Gabriel Yegiazarov, Artem Denisov, Artur Ventsel, Eugene Arkhipov",9,"Sunday, August 16, 2020",,55.80771138,37.59891713
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, AUGUST 17, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,AUGUST,August,17,17,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Nikita Cherkashin, Eugene Arkhipov",2,"Monday, August 17, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"TUESDAY, AUGUST 18, 2020 AT 6 PM - 9 PM",TUESDAY,TUESDAY,AUGUST,August,18,18,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Nikita Cherkashin, Robert Zx, Eugene Arkhipov",3,"Tuesday, August 18, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, AUGUST 19, 2020 AT 6 PM - 9 PM",WEDNESDAY,WEDNESDAY,AUGUST,August,19,19,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Nikita Cherkashin, Artur Ventsel, Eugene Arkhipov",4,"Wednesday, August 19, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, AUGUST 20, 2020 AT 6 PM - 9 PM",THURSDAY,THURSDAY,AUGUST,August,20,20,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,Eugene Arkhipov,1,"Thursday, August 20, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, AUGUST 21, 2020 AT 6 PM - 9 PM",FRIDAY,FRIDAY,AUGUST,August,21,21,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Dmitry Kupriyanov, Александр Самылкин, Artur Ventsel, Eugene Arkhipov",5,"Friday, August 21, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, AUGUST 22, 2020 AT 12 PM - 3 PM",SATURDAY,SATURDAY,AUGUST,August,22,22,2020,12:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Кирилл Мальцев, Alexander Sazzi, Artur Ventsel, Eugene Arkhipov",5,"Saturday, August 22, 2020",,55.77094746,37.58513375
Баня,Completed,Team Building,Artur Ventsel,"SUNDAY, AUGUST 23, 2020 AT 6 PM",SUNDAY,SUNDAY,AUGUST,August,23,23,2020,6:00 PM,Duration: 2 hr,"г. Москва, Проспект Мира, д.119, стр.446/1","Alexandr Bovin, Кирилл Мальцев, Nikita Cherkashin, Artem Denisov, Artur Ventsel",5,"Sunday, August 23, 2020",,55.7731028,37.6318143
Тренировка (вос),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, AUGUST 23, 2020 AT 2:30 PM - 4 PM",SUNDAY,SUNDAY,AUGUST,August,23,23,2020,2:30 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Александр Терентьев, Андрей Шухминов, Кирилл Мальцев, Dmitry Kupriyanov, Denis Kudrin, Vladimir Yerakhtorin, Александр Самылкин, Artem Denisov, Artur Ventsel, Eugene Arkhipov",11,"Sunday, August 23, 2020",,55.80771138,37.59891713
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, AUGUST 24, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,AUGUST,August,24,24,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,Eugene Arkhipov,1,"Monday, August 24, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"TUESDAY, AUGUST 25, 2020 AT 6 PM - 9 PM",TUESDAY,TUESDAY,AUGUST,August,25,25,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Robert Zx, Artur Ventsel, Eugene Arkhipov",3,"Tuesday, August 25, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, AUGUST 27, 2020 AT 6 PM - 9 PM",THURSDAY,THURSDAY,AUGUST,August,27,27,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Valeo Sosnov, Eugene Arkhipov",2,"Thursday, August 27, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, AUGUST 28, 2020 AT 6 PM - 9 PM",FRIDAY,FRIDAY,AUGUST,August,28,28,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,Eugene Arkhipov,1,"Friday, August 28, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, AUGUST 29, 2020 AT 12 PM - 3 PM",SATURDAY,SATURDAY,AUGUST,August,29,29,2020,12:00 PM,Duration: 3 hr,ул. васильевская 5,"Александр Терентьев, Антон Тараненко, Valeo Sosnov, Eugene Arkhipov",4,"Saturday, August 29, 2020",,55.77094746,37.58513375
Тренировка (вос),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, AUGUST 30, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,AUGUST,August,30,30,2020,1:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Александр Терентьев, Константин Гуров, Антон Тараненко, Андрей Шухминов, Кирилл Мальцев, Dmitry Kupriyanov, Viktor Bukanov, Aleksandr Avramenko, Philipp Chirkov, Valeo Sosnov, Robert Zx, Vladislav Vereschagin, Gabriel Yegiazarov, Konstantin Kravtsov, Eugene Arkhipov",16,"Sunday, August 30, 2020",,55.80771138,37.59891713
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, AUGUST 31, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,AUGUST,August,31,31,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Святослав Суханов, Eugene Arkhipov",2,"Monday, August 31, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, SEPTEMBER 2, 2020 AT 6 PM - 9 PM",WEDNESDAY,WEDNESDAY,SEPTEMBER,September,2,2,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Vladislav Vereschagin, Eugene Arkhipov",2,"Wednesday, September 2, 2020",,55.77094746,37.58513375
*Мероприятия Федерации* Сборы в Питере,Completed,Training Camp,Eugene Arkhipov,"SATURDAY, SEP 5, 2020 AT 1 PM - SEP 6, 2020 AT 3 PM",SATURDAY,SUNDAY,SEPTEMBER,September,5,6,2020,1:00 PM,Duration: 2 days,"Заневский проспект, 53","Kn Yaz, Александр Терентьев, Константин Гуров, Denis Kudrin, Aleksandr Avramenko, Oleg Karakyan, Nick Ecvols, Alexander Sazzi, Philipp Chirkov, Valeo Sosnov, Василий Соболев, Vladislav Vereschagin, Artem Denisov, Anton Berezin, Artur Ventsel, Eugene Arkhipov",16,"Saturday, September 5, 2020",,59.92816425,30.42622547
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, SEPTEMBER 7, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,SEPTEMBER,September,7,7,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,Eugene Arkhipov,1,"Monday, September 7, 2020",,55.77094746,37.58513375
Внутрикомандный турнир,Completed,Intra-Squad Game,Artur Ventsel,"SATURDAY, SEPTEMBER 12, 2020 AT 2 PM - 3:30 PM",SATURDAY,SATURDAY,SEPTEMBER,September,12,12,2020,2:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Александр Терентьев, Константин Гуров, Антон Тараненко, Дмитрий Засов, Святослав Суханов, Иван Никитин, Андрей Шухминов, Alexandr Bovin, Dmitry Kupriyanov, Oleg Karakyan, Alexey Sukhanov, Alexander Sazzi, Philipp Chirkov, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Artur Ventsel, Eugene Arkhipov",18,"Saturday, September 12, 2020",,55.8041548,37.61498724
Тренировка (большое/маленькое поле),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, SEPTEMBER 13, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,SEPTEMBER,September,13,13,2020,1:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Антон Тараненко, Кирилл Мальцев, Oleg Karakyan, Alexander Sazzi, Artem Denisov, Artur Ventsel, Eugene Arkhipov",7,"Sunday, September 13, 2020",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, SEPTEMBER 14, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,SEPTEMBER,September,14,14,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Andrey Mineev, Nikita Cherkashin, Eugene Arkhipov",4,"Monday, September 14, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, SEPTEMBER 16, 2020 AT 6 PM - 9 PM",WEDNESDAY,WEDNESDAY,SEPTEMBER,September,16,16,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,Eugene Arkhipov,1,"Wednesday, September 16, 2020",,55.77094746,37.58513375
Тренировка (суб вечер),Completed,Team Practice,Eugene Arkhipov,"SATURDAY, SEPTEMBER 19, 2020 AT 8 PM - 9:30 PM",SATURDAY,SATURDAY,SEPTEMBER,September,19,19,2020,8:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Dmitry Kupriyanov, Nikita Cherkashin, Alexander Sazzi, Gabriel Yegiazarov, Eugene Arkhipov",6,"Saturday, September 19, 2020",,55.80771138,37.59891713
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, SEPTEMBER 19, 2020 AT 1 PM - 3 PM",SATURDAY,SATURDAY,SEPTEMBER,September,19,19,2020,1:00 PM,Duration: 2 hr,ул. васильевская 5,"Святослав Суханов, Nikita Cherkashin, Eugene Arkhipov",3,"Saturday, September 19, 2020",,55.77094746,37.58513375
Тренировка (большое/маленькое поле),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, SEPTEMBER 20, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,SEPTEMBER,September,20,20,2020,1:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Kn Yaz, Александр Терентьев, Иван Лысов, Павел Багаев, Святослав Суханов, Denis Kudrin, Nikita Cherkashin, Nick Ecvols, Valeo Sosnov, Artem Denisov, Eugene Arkhipov",11,"Sunday, September 20, 2020",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, SEPTEMBER 21, 2020 AT 6 PM - 8 PM",MONDAY,MONDAY,SEPTEMBER,September,21,21,2020,6:00 PM,Duration: 2 hr,ул. васильевская 5,"Kn Yaz, Eugene Arkhipov",2,"Monday, September 21, 2020",,55.77094746,37.58513375
Академия Лакросса,Cancelled,Skills Practice,Eugene Arkhipov,"WEDNESDAY, SEPTEMBER 23, 2020 AT 6 PM - 9 PM",WEDNESDAY,WEDNESDAY,SEPTEMBER,September,23,23,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Eugene Arkhipov",2,"Wednesday, September 23, 2020",,55.77094746,37.58513375
Тренировка (суб вечер),Completed,Team Practice,Eugene Arkhipov,"SATURDAY, SEPTEMBER 26, 2020 AT 8 PM - 9:30 PM",SATURDAY,SATURDAY,SEPTEMBER,September,26,26,2020,8:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Александр Терентьев, Andrey Mineev, Кирилл Мальцев, Dmitry Kupriyanov, Nikita Cherkashin, Nick Ecvols, Alexander Sazzi, Valeo Sosnov, Vladimir Yerakhtorin, Gabriel Yegiazarov, Eugene Arkhipov",12,"Saturday, September 26, 2020",,55.80771138,37.59891713
Тренировка (большое/маленькое поле),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, SEPTEMBER 27, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,SEPTEMBER,September,27,27,2020,1:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Egor Gorelix, Павел Багаев, Nikita Cherkashin, Alexander Sazzi, Valeo Sosnov, Artem Denisov, Eugene Arkhipov",7,"Sunday, September 27, 2020",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"MONDAY, SEPTEMBER 28, 2020 AT 6 PM - 9 PM",MONDAY,MONDAY,SEPTEMBER,September,28,28,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Nikita Cherkashin, Eugene Arkhipov",2,"Monday, September 28, 2020",,55.77094746,37.58513375
Тренировка (суб вечер),Completed,Team Practice,Eugene Arkhipov,"SATURDAY, OCTOBER 3, 2020 AT 8 PM - 9:30 PM",SATURDAY,SATURDAY,OCTOBER,October,3,3,2020,8:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Dmitry Kupriyanov, Nikita Cherkashin, Alexander Sazzi, Valeo Sosnov, Eugene Arkhipov",6,"Saturday, October 3, 2020",,55.80771138,37.59891713
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"SATURDAY, OCTOBER 3, 2020 AT 12 PM - 3 PM",SATURDAY,SATURDAY,OCTOBER,October,3,3,2020,12:00 PM,Duration: 3 hr,ул. васильевская 5,"Григорий Гоголь, Dmitry Kupriyanov, Eugene Arkhipov",3,"Saturday, October 3, 2020",,55.77094746,37.58513375
Тренировка (большое/маленькое поле),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 4, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,OCTOBER,October,4,4,2020,1:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Kn Yaz, Александр Терентьев, Dmitry Kupriyanov, Nikita Cherkashin, Nick Ecvols, Alexander Sazzi, Valeo Sosnov, Artur Ventsel, Eugene Arkhipov",9,"Sunday, October 4, 2020",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, OCTOBER 7, 2020 AT 6 PM - 9 PM",WEDNESDAY,WEDNESDAY,OCTOBER,October,7,7,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Антон Тараненко, Андрей Шухминов, Alexandr Bovin, Nikita Cherkashin, Valeo Sosnov, Eugene Arkhipov",6,"Wednesday, October 7, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"THURSDAY, OCTOBER 8, 2020 AT 6 PM - 9 PM",THURSDAY,THURSDAY,OCTOBER,October,8,8,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Константин Гуров, Andrey Mineev, Андрей Шухминов, Valeo Sosnov, Eugene Arkhipov",5,"Thursday, October 8, 2020",,55.77094746,37.58513375
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"FRIDAY, OCTOBER 9, 2020 AT 6 PM - 9 PM",FRIDAY,FRIDAY,OCTOBER,October,9,9,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Nikita Cherkashin, Eugene Arkhipov",3,"Friday, October 9, 2020",,55.77094746,37.58513375
Внутрикомандный турнир 10 октября,Completed,Intra-Squad Game,Artur Ventsel,"SATURDAY, OCTOBER 10, 2020 AT 8 PM - 9:30 PM",SATURDAY,SATURDAY,OCTOBER,October,10,10,2020,8:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Александр Терентьев, Константин Гуров, Антон Тараненко, Павел Багаев, Andrey Mineev, Григорий Гоголь, Дмитрий Засов, Кирилл Мальцев, Dmitry Kupriyanov, Denis Kudrin, Nikita Cherkashin, Alexander Sazzi, Valeo Sosnov, Александр Самылкин, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Artur Ventsel, Eugene Arkhipov",20,"Saturday, October 10, 2020",,55.80771138,37.59891713
Тренировка (большое/маленькое поле),Completed,Team Practice,Eugene Arkhipov,"SUNDAY, OCTOBER 11, 2020 AT 1 PM - 2:30 PM",SUNDAY,SUNDAY,OCTOBER,October,11,11,2020,1:00 PM,Duration: 1 hr 30 min,"Шереметьевская улица 29, Москва, Россия, 127521","Kn Yaz, Александр Терентьев, Константин Гуров, Антон Тараненко, Dmitry Kupriyanov, Nikita Cherkashin, Valeo Sosnov, Gabriel Yegiazarov, Artur Ventsel, Eugene Arkhipov",10,"Sunday, October 11, 2020",,55.8041548,37.61498724
Академия Лакросса,Completed,Skills Practice,Eugene Arkhipov,"WEDNESDAY, OCTOBER 14, 2020 AT 6 PM - 9 PM",WEDNESDAY,WEDNESDAY,OCTOBER,October,14,14,2020,6:00 PM,Duration: 3 hr,ул. васильевская 5,"Kn Yaz, Антон Тараненко, Andrey Mineev, Alexandr Bovin, Nikita Cherkashin, Valeo Sosnov, Robert Zx, Eugene Arkhipov",8,"Wednesday, October 14, 2020",,55.77094746,37.58513375
Тренировка в четверг на Савеловской,Completed,Team Practice,Artur Ventsel,"THURSDAY, OCTOBER 15, 2020 AT 7:30 PM",THURSDAY,THURSDAY,OCTOBER,October,15,15,2020,7:30 PM,Duration: 1 hr 30 min,"Ул. Правды 24, стр. 2","Иван Никитин, Valeo Sosnov, Artur Ventsel",3,"Thursday, October 15, 2020",,55.78694917,37.58303259
Тренировка (суб вечер),Completed,Team Practice,Eugene Arkhipov,"SATURDAY, OCTOBER 17, 2020 AT 8 PM - 9:30 PM",SATURDAY,SATURDAY,OCTOBER,October,17,17,2020,8:00 PM,Duration: 1 hr 30 min,ул. добролюбова д.2 стр. 3,"Kn Yaz, Константин Гуров, Антон Тараненко, Dmitry Kupriyanov, Nikita Cherkashin, Valeo Sosnov, Robert Zx, Vladislav Vereschagin, Gabriel Yegiazarov, Artem Denisov, Eugene Arkhipov",11,"Saturday, October 17, 2020",,55.80771138,37.59891713
